redox_conc_id	refolding_id	redox_concentration
1682	1278	80 mM
1683	1297	10/1 mM
1684	1298	1/3 mM
1685	1299	n/a
1686	1300	4/10 mM
1687	1301	n/a
1688	1302	n/a
1689	1303	n/a
1690	1302	n/a
1691	1304	n/a
1692	956	n/a
1693	1305	4/1 mM
1694	1306	4/0.4 mM
1695	1307	n/a
1696	1308	n/a
1697	1309	0.9 mM
1698	1310	n/a
1699	1311	n/a
1700	1311	n/a
1701	1312	2/0.2 mM
1702	1313	0.9/0.1 mM
1703	1314	1 mM
1704	1315	n/a
1705	1316	5/0.5 mM
1706	1317	0.5 mM
1707	1318	n/a
1708	1319	50mM
1709	1320	50mM
1710	1321	n/a
1711	1322	n/a
1712	1323	n/a
1713	1323	n/a
1714	1324	n/a
1715	1325	n/a
1716	1326	n/a
1717	1327	n/a
1719	1329	n/a
1720	1329	n/a
1721	1330	5/0.5 mM
1722	1331	0.55 g/l
1723	1332	n/a
1724	1333	n/a
1725	1334	3/0.5 mM
1726	1335	1.5 mM/0.3 mM
1727	1336	3 mM -0.3 mM & 3/5.7 mM
1728	1337	1.5 mM/0.3 mM
1730	1339	3/1 mM
1731	1340	10 mM
1732	1341	10 mM/1 mM
1733	1342	1/1 mM
1734	1343	0.1 mM
1735	1344	n/a
1736	1345	5 mM
1737	1346	n/a
1738	1347	n/a
1739	1348	n/a
1740	1349	n/a
1741	1349	n/a
1742	1350	n/a
1743	1351	n/a
1744	1352	n/a
1745	1353	1 mM/2mM
1746	1354	n/a
1747	1354	n/a
1748	1355	n/a
1749	1356	n/a
1750	1357	n/a
1751	1357	n/a
